id_etudiant,id_competence,score
ETU_0072,MED_C05,0
ETU_0072,MED_C06,0
ETU_0072,MED_C07,0
ETU_0072,MED_C08,0
ETU_0072,MED_C09,0
ETU_0072,MED_C10,0
ETU_0072,MED_C11,0
ETU_0072,MED_C12,0
ETU_0072,MED_C13,0
ETU_0072,MED_C14,0
ETU_0073,MED_C01,0
ETU_0073,MED_C02,1
ETU_0073,MED_C03,1
ETU_0073,MED_C04,0
ETU_0073,MED_C05,0
ETU_0073,MED_C06,0
ETU_0073,MED_C07,0
ETU_0073,MED_C08,0
ETU_0073,MED_C09,0
ETU_0073,MED_C10,0
ETU_0073,MED_C11,0
ETU_0073,MED_C12,0
ETU_0073,MED_C13,1
ETU_0073,MED_C14,0
ETU_0074,MAI_C01,0
ETU_0074,MAI_C02,0
ETU_0074,MAI_C03,0
ETU_0074,MAI_C04,0
ETU_0074,MAI_C05,0
ETU_0074,MAI_C06,0
ETU_0074,MAI_C07,0
ETU_0074,MAI_C08,0
ETU_0074,MAI_C09,0
ETU_0074,MAI_C10,0
ETU_0074,MAI_C11,0
ETU_0074,MAI_C12,0
ETU_0075,MAI_C01,0
ETU_0075,MAI_C02,0
ETU_0075,MAI_C03,0
ETU_0075,MAI_C04,1
ETU_0075,MAI_C05,0
ETU_0075,MAI_C06,1
ETU_0075,MAI_C07,1
ETU_0075,MAI_C08,0
ETU_0075,MAI_C09,1
ETU_0075,MAI_C10,1
ETU_0075,MAI_C11,0
ETU_0075,MAI_C12,0
ETU_0076,MAI_C01,1
ETU_0076,MAI_C02,2
ETU_0076,MAI_C03,1
ETU_0076,MAI_C04,1
ETU_0076,MAI_C05,0
ETU_0076,MAI_C06,0
ETU_0076,MAI_C07,1
ETU_0076,MAI_C08,1
ETU_0076,MAI_C09,0
ETU_0076,MAI_C10,1
ETU_0076,MAI_C11,1
ETU_0076,MAI_C12,-1
ETU_0077,MAI_C01,0
ETU_0077,MAI_C02,2
ETU_0077,MAI_C03,0
ETU_0077,MAI_C04,0
ETU_0077,MAI_C05,0
ETU_0077,MAI_C06,1
ETU_0077,MAI_C07,0
ETU_0077,MAI_C08,-1
ETU_0077,MAI_C09,0
ETU_0077,MAI_C10,2
ETU_0077,MAI_C11,1
ETU_0077,MAI_C12,0
ETU_0078,MED_C01,0
ETU_0078,MED_C02,0
ETU_0078,MED_C03,0
ETU_0078,MED_C04,0
ETU_0078,MED_C05,0
ETU_0078,MED_C06,0
ETU_0078,MED_C07,0
ETU_0078,MED_C08,0
ETU_0078,MED_C09,0
ETU_0078,MED_C10,0
ETU_0078,MED_C11,0
ETU_0078,MED_C12,0
ETU_0078,MED_C13,0
ETU_0078,MED_C14,0
ETU_0079,MED_C01,0
ETU_0079,MED_C02,1
ETU_0079,MED_C03,0
ETU_0079,MED_C04,2
ETU_0079,MED_C05,0
ETU_0079,MED_C06,0
ETU_0079,MED_C07,0
ETU_0079,MED_C08,0
ETU_0079,MED_C09,0
ETU_0079,MED_C10,1
ETU_0079,MED_C11,1
ETU_0079,MED_C12,2
ETU_0079,MED_C13,2
ETU_0079,MED_C14,0
ETU_0080,MED_C01,0
ETU_0080,MED_C02,0
ETU_0080,MED_C03,0
ETU_0080,MED_C04,2
ETU_0080,MED_C05,0
ETU_0080,MED_C06,0
ETU_0080,MED_C07,0
ETU_0080,MED_C08,1
ETU_0080,MED_C09,0
ETU_0080,MED_C10,0
ETU_0080,MED_C11,0
ETU_0080,MED_C12,0
ETU_0080,MED_C13,0
ETU_0080,MED_C14,0
ETU_0081,DEN_C01,1
ETU_0081,DEN_C02,2
ETU_0081,DEN_C03,0
ETU_0081,DEN_C04,0
ETU_0081,DEN_C05,1
ETU_0081,DEN_C06,1
ETU_0081,DEN_C07,0
ETU_0081,DEN_C08,0
ETU_0081,DEN_C09,0
ETU_0081,DEN_C10,0
ETU_0081,DEN_C11,0
ETU_0081,DEN_C12,0
ETU_0082,PHA_C01,0
ETU_0082,PHA_C02,0
ETU_0082,PHA_C03,0
ETU_0082,PHA_C04,0
ETU_0082,PHA_C05,0
ETU_0082,PHA_C06,0
ETU_0082,PHA_C07,1
ETU_0082,PHA_C08,1
ETU_0082,PHA_C09,0
ETU_0082,PHA_C10,0
ETU_0083,MED_C01,0
ETU_0083,MED_C02,0
ETU_0083,MED_C03,0
ETU_0083,MED_C04,0
ETU_0083,MED_C05,0
ETU_0083,MED_C06,0
ETU_0083,MED_C07,1
ETU_0083,MED_C08,0
ETU_0083,MED_C09,0
ETU_0083,MED_C10,0
ETU_0083,MED_C11,1
ETU_0083,MED_C12,0
ETU_0083,MED_C13,0
ETU_0083,MED_C14,1
ETU_0084,MED_C01,2
ETU_0084,MED_C02,0
ETU_0084,MED_C03,1
ETU_0084,MED_C04,0
ETU_0084,MED_C05,0
ETU_0084,MED_C06,1
ETU_0084,MED_C07,1
ETU_0084,MED_C08,0
ETU_0084,MED_C09,0
ETU_0084,MED_C10,0
ETU_0084,MED_C11,0
ETU_0084,MED_C12,1
ETU_0084,MED_C13,0
ETU_0084,MED_C14,0
ETU_0085,MED_C01,1
ETU_0085,MED_C02,1
ETU_0085,MED_C03,0
ETU_0085,MED_C04,2
ETU_0085,MED_C05,2
ETU_0085,MED_C06,1
ETU_0085,MED_C07,0
ETU_0085,MED_C08,0
ETU_0085,MED_C09,0
ETU_0085,MED_C10,0
ETU_0085,MED_C11,1
ETU_0085,MED_C12,0
ETU_0085,MED_C13,0
ETU_0085,MED_C14,1
ETU_0086,MED_C01,0
ETU_0086,MED_C02,1
ETU_0086,MED_C03,1
ETU_0086,MED_C04,0
ETU_0086,MED_C05,1
ETU_0086,MED_C06,0
ETU_0086,MED_C07,2
ETU_0086,MED_C08,1
ETU_0086,MED_C09,1
ETU_0086,MED_C10,0
ETU_0086,MED_C11,1
ETU_0086,MED_C12,0
ETU_0086,MED_C13,0
ETU_0086,MED_C14,0
ETU_0087,MAI_C01,1
ETU_0087,MAI_C02,1
ETU_0087,MAI_C03,1
ETU_0087,MAI_C04,0
ETU_0087,MAI_C05,0
ETU_0087,MAI_C06,0
ETU_0087,MAI_C07,0
ETU_0087,MAI_C08,1
ETU_0087,MAI_C09,1
ETU_0087,MAI_C10,0
ETU_0087,MAI_C11,2
ETU_0087,MAI_C12,1
ETU_0088,PHA_C01,0
ETU_0088,PHA_C02,0
ETU_0088,PHA_C03,2
ETU_0088,PHA_C04,0
ETU_0088,PHA_C05,0
ETU_0088,PHA_C06,1
ETU_0088,PHA_C07,0
ETU_0088,PHA_C08,1
ETU_0088,PHA_C09,0
ETU_0088,PHA_C10,0
ETU_0089,DEN_C01,0
ETU_0089,DEN_C02,0
ETU_0089,DEN_C03,1
ETU_0089,DEN_C04,2
ETU_0089,DEN_C05,0
ETU_0089,DEN_C06,0
ETU_0089,DEN_C07,1
ETU_0089,DEN_C08,1
ETU_0089,DEN_C09,0
ETU_0089,DEN_C10,0
ETU_0089,DEN_C11,0
ETU_0089,DEN_C12,0
ETU_0090,MED_C01,0
ETU_0090,MED_C02,0
ETU_0090,MED_C03,0
ETU_0090,MED_C04,0
ETU_0090,MED_C05,0
ETU_0090,MED_C06,0
ETU_0090,MED_C07,0
ETU_0090,MED_C08,0
ETU_0090,MED_C09,0
ETU_0090,MED_C10,0
ETU_0090,MED_C11,0
ETU_0090,MED_C12,0
ETU_0090,MED_C13,0
ETU_0090,MED_C14,0
ETU_0091,MED_C01,2
ETU_0091,MED_C02,2
ETU_0091,MED_C03,0
ETU_0091,MED_C04,2
ETU_0091,MED_C05,0
ETU_0091,MED_C06,0
ETU_0091,MED_C07,1
ETU_0091,MED_C08,1
ETU_0091,MED_C09,0
ETU_0091,MED_C10,0
ETU_0091,MED_C11,0
ETU_0091,MED_C12,1
ETU_0091,MED_C13,0
ETU_0091,MED_C14,2
ETU_0092,MAI_C01,0
ETU_0092,MAI_C02,1
ETU_0092,MAI_C03,1
ETU_0092,MAI_C04,0
ETU_0092,MAI_C05,0
ETU_0092,MAI_C06,0
ETU_0092,MAI_C07,0
ETU_0092,MAI_C08,2
ETU_0092,MAI_C09,0
ETU_0092,MAI_C10,0
ETU_0092,MAI_C11,0
ETU_0092,MAI_C12,1
ETU_0093,MAI_C01,0
ETU_0093,MAI_C02,0
ETU_0093,MAI_C03,0
ETU_0093,MAI_C04,0
ETU_0093,MAI_C05,0
ETU_0093,MAI_C06,0
ETU_0093,MAI_C07,0
ETU_0093,MAI_C08,0
ETU_0093,MAI_C09,0
ETU_0093,MAI_C10,0
ETU_0093,MAI_C11,0
ETU_0093,MAI_C12,0
ETU_0094,PHA_C01,0
ETU_0094,PHA_C02,0
ETU_0094,PHA_C03,0
ETU_0094,PHA_C04,2
ETU_0094,PHA_C05,0
ETU_0094,PHA_C06,0
ETU_0094,PHA_C07,0
ETU_0094,PHA_C08,1
ETU_0094,PHA_C09,0
ETU_0094,PHA_C10,0
ETU_0095,MAI_C01,0
ETU_0095,MAI_C02,0
ETU_0095,MAI_C03,2
ETU_0095,MAI_C04,0
ETU_0095,MAI_C05,0
ETU_0095,MAI_C06,1
ETU_0095,MAI_C07,1
ETU_0095,MAI_C08,0
ETU_0095,MAI_C09,0
ETU_0095,MAI_C10,0
ETU_0095,MAI_C11,0
ETU_0095,MAI_C12,0
ETU_0096,MED_C01,1
ETU_0096,MED_C02,0
ETU_0096,MED_C03,0
ETU_0096,MED_C04,2
ETU_0096,MED_C05,1
ETU_0096,MED_C06,0
ETU_0096,MED_C07,0
ETU_0096,MED_C08,0
ETU_0096,MED_C09,0
ETU_0096,MED_C10,0
ETU_0096,MED_C11,0
ETU_0096,MED_C12,0
ETU_0096,MED_C13,0
ETU_0096,MED_C14,0
ETU_0097,PHA_C01,0
ETU_0097,PHA_C02,0
ETU_0097,PHA_C03,0
ETU_0097,PHA_C04,0
ETU_0097,PHA_C05,1
ETU_0097,PHA_C06,0
ETU_0097,PHA_C07,-1
ETU_0097,PHA_C08,0
ETU_0097,PHA_C09,0
ETU_0097,PHA_C10,0
ETU_0098,MED_C01,0
ETU_0098,MED_C02,0
ETU_0098,MED_C03,0
ETU_0098,MED_C04,0
ETU_0098,MED_C05,0
ETU_0098,MED_C06,0
ETU_0098,MED_C07,0
ETU_0098,MED_C08,0
ETU_0098,MED_C09,0
ETU_0098,MED_C10,1
ETU_0098,MED_C11,1
ETU_0098,MED_C12,0
ETU_0098,MED_C13,1
ETU_0098,MED_C14,0
ETU_0099,MED_C01,1
ETU_0099,MED_C02,1
ETU_0099,MED_C03,1
ETU_0099,MED_C04,1
ETU_0099,MED_C05,0
ETU_0099,MED_C06,2
ETU_0099,MED_C07,2
ETU_0099,MED_C08,1
ETU_0099,MED_C09,0
ETU_0099,MED_C10,0
ETU_0099,MED_C11,0
ETU_0099,MED_C12,1
ETU_0099,MED_C13,2
ETU_0099,MED_C14,0
ETU_0100,MED_C01,0
ETU_0100,MED_C02,0
ETU_0100,MED_C03,1
ETU_0100,MED_C04,0
ETU_0100,MED_C05,1
ETU_0100,MED_C06,0
ETU_0100,MED_C07,2
ETU_0100,MED_C08,1
ETU_0100,MED_C09,1
ETU_0100,MED_C10,0
ETU_0100,MED_C11,3
ETU_0100,MED_C12,1
ETU_0100,MED_C13,1
ETU_0100,MED_C14,0
ETU_0101,MED_C01,0
ETU_0101,MED_C02,0
ETU_0101,MED_C03,0
ETU_0101,MED_C04,0
ETU_0101,MED_C05,0
ETU_0101,MED_C06,0
ETU_0101,MED_C07,0
ETU_0101,MED_C08,0
ETU_0101,MED_C09,0
ETU_0101,MED_C10,0
ETU_0101,MED_C11,0
ETU_0101,MED_C12,0
ETU_0101,MED_C13,0
ETU_0101,MED_C14,0
ETU_0102,PHA_C01,2
ETU_0102,PHA_C02,0
ETU_0102,PHA_C03,1
ETU_0102,PHA_C04,1
ETU_0102,PHA_C05,1
ETU_0102,PHA_C06,1
ETU_0102,PHA_C07,2
ETU_0102,PHA_C08,1
ETU_0102,PHA_C09,0
ETU_0102,PHA_C10,1
ETU_0103,MED_C01,0
ETU_0103,MED_C02,0
ETU_0103,MED_C03,0
ETU_0103,MED_C04,4
ETU_0103,MED_C05,0
ETU_0103,MED_C06,2
ETU_0103,MED_C07,2
ETU_0103,MED_C08,1
ETU_0103,MED_C09,1
ETU_0103,MED_C10,0
ETU_0103,MED_C11,1
ETU_0103,MED_C12,2
ETU_0103,MED_C13,2
ETU_0103,MED_C14,0
ETU_0104,PHA_C01,1
ETU_0104,PHA_C02,0
ETU_0104,PHA_C03,2
ETU_0104,PHA_C04,0
ETU_0104,PHA_C05,-1
ETU_0104,PHA_C06,1
ETU_0104,PHA_C07,0
ETU_0104,PHA_C08,0
ETU_0104,PHA_C09,0
ETU_0104,PHA_C10,0
ETU_0105,DEN_C01,0
ETU_0105,DEN_C02,1
ETU_0105,DEN_C03,0
ETU_0105,DEN_C04,0
ETU_0105,DEN_C05,1
ETU_0105,DEN_C06,2
ETU_0105,DEN_C07,0
ETU_0105,DEN_C08,2
ETU_0105,DEN_C09,0
ETU_0105,DEN_C10,1
ETU_0105,DEN_C11,0
ETU_0105,DEN_C12,0
ETU_0106,MED_C01,0
ETU_0106,MED_C02,0
ETU_0106,MED_C03,0
ETU_0106,MED_C04,0
ETU_0106,MED_C05,0
ETU_0106,MED_C06,0
ETU_0106,MED_C07,0
ETU_0106,MED_C08,0
ETU_0106,MED_C09,0
ETU_0106,MED_C10,0
ETU_0106,MED_C11,0
ETU_0106,MED_C12,0
ETU_0106,MED_C13,0
ETU_0106,MED_C14,0
ETU_0107,MED_C01,0
ETU_0107,MED_C02,0
ETU_0107,MED_C03,0
ETU_0107,MED_C04,0
ETU_0107,MED_C05,0
ETU_0107,MED_C06,0
ETU_0107,MED_C07,0
ETU_0107,MED_C08,0
ETU_0107,MED_C09,0
ETU_0107,MED_C10,0
ETU_0107,MED_C11,0
ETU_0107,MED_C12,0
ETU_0107,MED_C13,0
ETU_0107,MED_C14,0
ETU_0108,MAI_C01,0
ETU_0108,MAI_C02,0
ETU_0108,MAI_C03,0
ETU_0108,MAI_C04,0
ETU_0108,MAI_C05,0
ETU_0108,MAI_C06,0
ETU_0108,MAI_C07,0
ETU_0108,MAI_C08,0
ETU_0108,MAI_C09,0
ETU_0108,MAI_C10,0
ETU_0108,MAI_C11,0
ETU_0108,MAI_C12,0
ETU_0109,MED_C01,0
ETU_0109,MED_C02,1
ETU_0109,MED_C03,0
ETU_0109,MED_C04,0
ETU_0109,MED_C05,0
ETU_0109,MED_C06,1
ETU_0109,MED_C07,1
ETU_0109,MED_C08,0
ETU_0109,MED_C09,0
ETU_0109,MED_C10,0
ETU_0109,MED_C11,0
ETU_0109,MED_C12,1
ETU_0109,MED_C13,1
ETU_0109,MED_C14,0
ETU_0110,MED_C01,0
ETU_0110,MED_C02,0
ETU_0110,MED_C03,0
ETU_0110,MED_C04,0
ETU_0110,MED_C05,0
ETU_0110,MED_C06,0
ETU_0110,MED_C07,0
ETU_0110,MED_C08,1
ETU_0110,MED_C09,0
ETU_0110,MED_C10,0
ETU_0110,MED_C11,1
ETU_0110,MED_C12,0
ETU_0110,MED_C13,0
ETU_0110,MED_C14,1
ETU_0111,MED_C01,1
ETU_0111,MED_C02,1
ETU_0111,MED_C03,1
ETU_0111,MED_C04,0
ETU_0111,MED_C05,0
ETU_0111,MED_C06,0
ETU_0111,MED_C07,0
ETU_0111,MED_C08,0
ETU_0111,MED_C09,0
ETU_0111,MED_C10,0
ETU_0111,MED_C11,0
ETU_0111,MED_C12,0
ETU_0111,MED_C13,0
ETU_0111,MED_C14,0
ETU_0112,MED_C01,2
ETU_0112,MED_C02,0
ETU_0112,MED_C03,1
ETU_0112,MED_C04,0
ETU_0112,MED_C05,0
ETU_0112,MED_C06,0
ETU_0112,MED_C07,0
ETU_0112,MED_C08,1
ETU_0112,MED_C09,0
ETU_0112,MED_C10,0
ETU_0112,MED_C11,0
ETU_0112,MED_C12,1
ETU_0112,MED_C13,0
ETU_0112,MED_C14,0
ETU_0113,DEN_C01,0
ETU_0113,DEN_C02,0
ETU_0113,DEN_C03,0
ETU_0113,DEN_C04,0
ETU_0113,DEN_C05,0
ETU_0113,DEN_C06,0
ETU_0113,DEN_C07,0
ETU_0113,DEN_C08,0
ETU_0113,DEN_C09,0
ETU_0113,DEN_C10,0
ETU_0113,DEN_C11,0
ETU_0113,DEN_C12,0
ETU_0114,MAI_C01,0
ETU_0114,MAI_C02,0
ETU_0114,MAI_C03,1
ETU_0114,MAI_C04,0
ETU_0114,MAI_C05,0
ETU_0114,MAI_C06,1
ETU_0114,MAI_C07,0
ETU_0114,MAI_C08,0
ETU_0114,MAI_C09,1
ETU_0114,MAI_C10,0
ETU_0114,MAI_C11,0
ETU_0114,MAI_C12,0
ETU_0115,PHA_C01,1
ETU_0115,PHA_C02,1
ETU_0115,PHA_C03,0
ETU_0115,PHA_C04,0
ETU_0115,PHA_C05,0
ETU_0115,PHA_C06,0
ETU_0115,PHA_C07,1
ETU_0115,PHA_C08,0
ETU_0115,PHA_C09,0
ETU_0115,PHA_C10,0
ETU_0116,DEN_C01,1
ETU_0116,DEN_C02,0
ETU_0116,DEN_C03,0
ETU_0116,DEN_C04,1
ETU_0116,DEN_C05,1
ETU_0116,DEN_C06,0
ETU_0116,DEN_C07,2
ETU_0116,DEN_C08,0
ETU_0116,DEN_C09,1
ETU_0116,DEN_C10,0
ETU_0116,DEN_C11,0
ETU_0116,DEN_C12,0
ETU_0117,MAI_C01,0
ETU_0117,MAI_C02,2
ETU_0117,MAI_C03,0
ETU_0117,MAI_C04,3
ETU_0117,MAI_C05,0
ETU_0117,MAI_C06,0
ETU_0117,MAI_C07,1
ETU_0117,MAI_C08,1
ETU_0117,MAI_C09,1
ETU_0117,MAI_C10,5
ETU_0117,MAI_C11,0
ETU_0117,MAI_C12,0
ETU_0118,MED_C01,0
ETU_0118,MED_C02,0
ETU_0118,MED_C03,0
ETU_0118,MED_C04,0
ETU_0118,MED_C05,0
ETU_0118,MED_C06,0
ETU_0118,MED_C07,0
ETU_0118,MED_C08,0
ETU_0118,MED_C09,0
ETU_0118,MED_C10,0
ETU_0118,MED_C11,0
ETU_0118,MED_C12,0
ETU_0118,MED_C13,0
ETU_0118,MED_C14,0
ETU_0119,DEN_C01,0
ETU_0119,DEN_C02,0
ETU_0119,DEN_C03,0
ETU_0119,DEN_C04,0
ETU_0119,DEN_C05,0
ETU_0119,DEN_C06,0
ETU_0119,DEN_C07,0
ETU_0119,DEN_C08,0
ETU_0119,DEN_C09,0
ETU_0119,DEN_C10,0
ETU_0119,DEN_C11,0
ETU_0119,DEN_C12,0
ETU_0120,PHA_C01,0
ETU_0120,PHA_C02,0
ETU_0120,PHA_C03,1
ETU_0120,PHA_C04,1
ETU_0120,PHA_C05,2
ETU_0120,PHA_C06,0
ETU_0120,PHA_C07,1
ETU_0120,PHA_C08,1
ETU_0120,PHA_C09,0
ETU_0120,PHA_C10,0
ETU_0121,MAI_C01,0
ETU_0121,MAI_C02,1
ETU_0121,MAI_C03,0
ETU_0121,MAI_C04,0
ETU_0121,MAI_C05,0
ETU_0121,MAI_C06,0
ETU_0121,MAI_C07,1
ETU_0121,MAI_C08,1
ETU_0121,MAI_C09,0
ETU_0121,MAI_C10,0
ETU_0121,MAI_C11,0
ETU_0121,MAI_C12,0
ETU_0122,DEN_C01,1
ETU_0122,DEN_C02,1
ETU_0122,DEN_C03,0
ETU_0122,DEN_C04,1
ETU_0122,DEN_C05,0
ETU_0122,DEN_C06,0
ETU_0122,DEN_C07,1
ETU_0122,DEN_C08,0
ETU_0122,DEN_C09,1
ETU_0122,DEN_C10,1
ETU_0122,DEN_C11,2
ETU_0122,DEN_C12,0
ETU_0123,MED_C01,0
ETU_0123,MED_C02,0
ETU_0123,MED_C03,0
ETU_0123,MED_C04,0
ETU_0123,MED_C05,0
ETU_0123,MED_C06,0
ETU_0123,MED_C07,3
ETU_0123,MED_C08,1
ETU_0123,MED_C09,1
ETU_0123,MED_C10,0
ETU_0123,MED_C11,2
ETU_0123,MED_C12,0
ETU_0123,MED_C13,0
ETU_0123,MED_C14,1
ETU_0124,MED_C01,0
ETU_0124,MED_C02,0
ETU_0124,MED_C03,0
ETU_0124,MED_C04,0
ETU_0124,MED_C05,0
ETU_0124,MED_C06,0
ETU_0124,MED_C07,0
ETU_0124,MED_C08,0
ETU_0124,MED_C09,0
ETU_0124,MED_C10,0
ETU_0124,MED_C11,0
ETU_0124,MED_C12,0
ETU_0124,MED_C13,0
ETU_0124,MED_C14,0
ETU_0125,MED_C01,0
ETU_0125,MED_C02,0
ETU_0125,MED_C03,0
ETU_0125,MED_C04,1
ETU_0125,MED_C05,0
ETU_0125,MED_C06,0
ETU_0125,MED_C07,0
ETU_0125,MED_C08,1
ETU_0125,MED_C09,0
ETU_0125,MED_C10,1
ETU_0125,MED_C11,0
ETU_0125,MED_C12,2
ETU_0125,MED_C13,1
ETU_0125,MED_C14,0
ETU_0126,MED_C01,0
ETU_0126,MED_C02,0
ETU_0126,MED_C03,0
ETU_0126,MED_C04,0
ETU_0126,MED_C05,2
ETU_0126,MED_C06,0
ETU_0126,MED_C07,0
ETU_0126,MED_C08,0
ETU_0126,MED_C09,1
ETU_0126,MED_C10,0
ETU_0126,MED_C11,0
ETU_0126,MED_C12,0
ETU_0126,MED_C13,1
ETU_0126,MED_C14,0
ETU_0127,MAI_C01,1
ETU_0127,MAI_C02,0
ETU_0127,MAI_C03,0
ETU_0127,MAI_C04,2
ETU_0127,MAI_C05,0
ETU_0127,MAI_C06,0
ETU_0127,MAI_C07,1
ETU_0127,MAI_C08,0
ETU_0127,MAI_C09,0
ETU_0127,MAI_C10,0
ETU_0127,MAI_C11,0
ETU_0127,MAI_C12,1
ETU_0128,DEN_C01,1
ETU_0128,DEN_C02,0
ETU_0128,DEN_C03,-1
ETU_0128,DEN_C04,0
ETU_0128,DEN_C05,0
ETU_0128,DEN_C06,-1
ETU_0128,DEN_C07,1
ETU_0128,DEN_C08,0
ETU_0128,DEN_C09,0
ETU_0128,DEN_C10,0
ETU_0128,DEN_C11,1
ETU_0128,DEN_C12,0
ETU_0129,MED_C01,0
ETU_0129,MED_C02,0
ETU_0129,MED_C03,0
ETU_0129,MED_C04,0
ETU_0129,MED_C05,0
ETU_0129,MED_C06,0
ETU_0129,MED_C07,0
ETU_0129,MED_C08,0
ETU_0129,MED_C09,0
ETU_0129,MED_C10,0
ETU_0129,MED_C11,0
ETU_0129,MED_C12,0
ETU_0129,MED_C13,0
ETU_0129,MED_C14,0
ETU_0130,PHA_C01,0
ETU_0130,PHA_C02,0
ETU_0130,PHA_C03,0
ETU_0130,PHA_C04,0
ETU_0130,PHA_C05,0
ETU_0130,PHA_C06,0
ETU_0130,PHA_C07,0
ETU_0130,PHA_C08,0
ETU_0130,PHA_C09,0
ETU_0130,PHA_C10,0
ETU_0131,MED_C01,0
ETU_0131,MED_C02,1
ETU_0131,MED_C03,1
ETU_0131,MED_C04,2
ETU_0131,MED_C05,0
ETU_0131,MED_C06,0
ETU_0131,MED_C07,0
ETU_0131,MED_C08,2
ETU_0131,MED_C09,0
ETU_0131,MED_C10,0
ETU_0131,MED_C11,0
ETU_0131,MED_C12,0
ETU_0131,MED_C13,0
ETU_0131,MED_C14,0
ETU_0132,MED_C01,1
ETU_0132,MED_C02,0
ETU_0132,MED_C03,2
ETU_0132,MED_C04,2
ETU_0132,MED_C05,-1
ETU_0132,MED_C06,0
ETU_0132,MED_C07,0
ETU_0132,MED_C08,1
ETU_0132,MED_C09,0
ETU_0132,MED_C10,0
ETU_0132,MED_C11,0
ETU_0132,MED_C12,2
ETU_0132,MED_C13,1
ETU_0132,MED_C14,0
ETU_0133,MED_C01,0
ETU_0133,MED_C02,0
ETU_0133,MED_C03,1
ETU_0133,MED_C04,0
ETU_0133,MED_C05,0
ETU_0133,MED_C06,1
ETU_0133,MED_C07,0
ETU_0133,MED_C08,0
ETU_0133,MED_C09,0
ETU_0133,MED_C10,0
ETU_0133,MED_C11,0
ETU_0133,MED_C12,1
ETU_0133,MED_C13,1
ETU_0133,MED_C14,0
ETU_0134,MED_C01,2
ETU_0134,MED_C02,0
ETU_0134,MED_C03,0
ETU_0134,MED_C04,0
ETU_0134,MED_C05,0
ETU_0134,MED_C06,0
ETU_0134,MED_C07,0
ETU_0134,MED_C08,1
ETU_0134,MED_C09,0
ETU_0134,MED_C10,0
ETU_0134,MED_C11,1
ETU_0134,MED_C12,1
ETU_0134,MED_C13,0
ETU_0134,MED_C14,1
ETU_0135,DEN_C01,0
ETU_0135,DEN_C02,0
ETU_0135,DEN_C03,0
ETU_0135,DEN_C04,0
ETU_0135,DEN_C05,0
ETU_0135,DEN_C06,0
ETU_0135,DEN_C07,0
ETU_0135,DEN_C08,0
ETU_0135,DEN_C09,0
ETU_0135,DEN_C10,0
ETU_0135,DEN_C11,0
ETU_0135,DEN_C12,0
ETU_0136,MED_C01,0
ETU_0136,MED_C02,0
ETU_0136,MED_C03,0
ETU_0136,MED_C04,0
ETU_0136,MED_C05,0
ETU_0136,MED_C06,0
ETU_0136,MED_C07,0
ETU_0136,MED_C08,0
ETU_0136,MED_C09,0
ETU_0136,MED_C10,0
ETU_0136,MED_C11,0
ETU_0136,MED_C12,0
ETU_0136,MED_C13,0
ETU_0136,MED_C14,0
ETU_0137,PHA_C01,1
ETU_0137,PHA_C02,0
ETU_0137,PHA_C03,2
ETU_0137,PHA_C04,0
ETU_0137,PHA_C05,0
ETU_0137,PHA_C06,1
ETU_0137,PHA_C07,1
ETU_0137,PHA_C08,0
ETU_0137,PHA_C09,0
ETU_0137,PHA_C10,0
ETU_0138,MAI_C01,0
ETU_0138,MAI_C02,0
ETU_0138,MAI_C03,0
ETU_0138,MAI_C04,0
ETU_0138,MAI_C05,0
ETU_0138,MAI_C06,0
ETU_0138,MAI_C07,0
ETU_0138,MAI_C08,0
ETU_0138,MAI_C09,0
ETU_0138,MAI_C10,0
ETU_0138,MAI_C11,0
ETU_0138,MAI_C12,0
ETU_0139,MED_C01,0
ETU_0139,MED_C02,0
ETU_0139,MED_C03,0
ETU_0139,MED_C04,0
ETU_0139,MED_C05,0
ETU_0139,MED_C06,0
ETU_0139,MED_C07,0
ETU_0139,MED_C08,1
ETU_0139,MED_C09,0
ETU_0139,MED_C10,0
ETU_0139,MED_C11,1
ETU_0139,MED_C12,0
ETU_0139,MED_C13,0
ETU_0139,MED_C14,0
ETU_0140,DEN_C01,0
ETU_0140,DEN_C02,0
ETU_0140,DEN_C03,1
ETU_0140,DEN_C04,2
ETU_0140,DEN_C05,0
ETU_0140,DEN_C06,0
ETU_0140,DEN_C07,1
ETU_0140,DEN_C08,0
ETU_0140,DEN_C09,-1
ETU_0140,DEN_C10,0
ETU_0140,DEN_C11,0
ETU_0140,DEN_C12,0
ETU_0141,DEN_C01,1
ETU_0141,DEN_C02,0
ETU_0141,DEN_C03,1
ETU_0141,DEN_C04,1
ETU_0141,DEN_C05,0
ETU_0141,DEN_C06,0
ETU_0141,DEN_C07,1
ETU_0141,DEN_C08,0
ETU_0141,DEN_C09,2
ETU_0141,DEN_C10,0
ETU_0141,DEN_C11,0
ETU_0141,DEN_C12,0
ETU_0142,MED_C01,1
ETU_0142,MED_C02,0
ETU_0142,MED_C03,2
ETU_0142,MED_C04,2
ETU_0142,MED_C05,1
ETU_0142,MED_C06,0
ETU_0142,MED_C07,0
ETU_0142,MED_C08,0
ETU_0142,MED_C09,0
ETU_0142,MED_C10,0
ETU_0142,MED_C11,0
ETU_0142,MED_C12,0
ETU_0142,MED_C13,0
ETU_0142,MED_C14,0
ETU_0143,MED_C01,0
ETU_0143,MED_C02,0
ETU_0143,MED_C03,1
ETU_0143,MED_C04,2
ETU_0143,MED_C05,2
